tripduration,starttime,,,start station name,,,,end station name,,,bikeid,usertype,birth year,gender
1348,2013-06-01 11:36,,,W 15 St & 7 Ave,,,,E 20 St & 2 Ave,,,16838,Customer,NULL,0
726,2013-06-01 11:37,,,E 17 St & Broadway,,,,W 27 St & 7 Ave,,,16075,Subscriber,1950,1
724,2013-06-01 11:37,,,E 2 St & 2 Ave,,,,Broadway & E 22 St,,,18294,Subscriber,1977,1
2078,2013-06-01 11:37,,,West Thames St,,,,West Thames St,,,19004,Subscriber,1972,2
589,2013-06-01 11:38,,,W 38 St & 8 Ave,,,,8 Ave & W 52 St,,,16096,Subscriber,1966,2
1065,2013-06-01 11:38,,,Jay St & Tech Pl,,,,W 51 St & 6 Ave,,,19806,Subscriber,1966,1
654,2013-06-01 11:37,,,W 21 St & 6 Ave,,,,Mott St & Prince St,,,17397,Subscriber,1980,2
7647,2013-06-01 11:38,,,2 Ave & E 58 St,,,,Christopher St & Greenwich St,,,17748,Subscriber,1972,1
1863,2013-06-01 11:38,,,12 Ave & W 40 St,,,,Broadway & W 58 St,,,14977,Subscriber,1973,2
747,2013-06-01 11:37,,,Howard St & Centre St,,,,Mott St & Prince St,,,16849,Subscriber,1964,1
1262,2013-06-01 11:38,,,Washington Ave & Park Ave,,,,Hicks St & Montague St,,,19708,Subscriber,1982,1
299,2013-06-01 11:38,,,W 11 St & 6 Ave,,,,Christopher St & Greenwich St,,,19041,Subscriber,1990,1
1088,2013-06-01 11:38,,,6 Ave & Canal St,,,,Suffolk St & Stanton St,,,15511,Subscriber,1969,1
1127,2013-06-01 11:38,,,Washington Ave & Park Ave,,,,Henry St & Atlantic Ave,,,16203,Subscriber,1983,2
419,2013-06-01 11:39,,,E 33 St & 5 Ave,,,,E 24 St & Park Ave S,,,15480,Subscriber,1957,2
1390,2013-06-01 11:39,,,Cleveland Pl & Spring St,,,,S 3 St & Bedford Ave,,,16888,Subscriber,1964,2
1780,2013-06-01 11:39,,,E 15 St & Irving Pl,,,,NULL,,,17124,Subscriber,1976,1
444,2013-06-01 11:39,,,Centre St & Worth St,,,,Lawrence St & Willoughby St,,,16745,Subscriber,1984,1
294,2013-06-01 11:39,,,W 38 St & 8 Ave,,,,W 43 St & 10 Ave,,,20242,Subscriber,1970,1
1301,2013-06-01 11:39,,,Bond St & Schermerhorn St,,,,W 33 St & 7 Ave,,,18156,Customer,NULL,0
1409,2013-06-01 11:39,,,W 16 St & The High Line,,,,E 4 St & 2 Ave,,,15795,Subscriber,1982,2
1406,2013-06-01 11:39,,,W 16 St & The High Line,,,,E 4 St & 2 Ave,,,16180,Subscriber,1975,1
692,2013-06-01 11:39,,,Bank St & Washington St,,,,W 11 St & 6 Ave,,,20060,Subscriber,1945,2
666,2013-06-01 11:39,,,Broadway & W 58 St,,,,W 47 St & 10 Ave,,,16893,Subscriber,1987,1
786,2013-06-01 11:39,,,9 Ave & W 22 St,,,,Cadman Plaza West & Montague St,,,20127,Subscriber,1984,1
596,2013-06-01 11:40,,,W 29 St & 9 Ave,,,,NULL,,,18709,Subscriber,1953,1
1193,2013-06-01 11:40,,,9 Ave & W 45 St,,,,Central Park S & 6 Ave,,,19444,Subscriber,1979,2
3067,2013-06-01 11:40,,,Greenwich Ave & Charles St,,,,E 11 St & 2 Ave,,,17234,Subscriber,1962,1
680,2013-06-01 11:40,,,Liberty St & Broadway,,,,Warren St & Church St,,,18802,Subscriber,1972,1
2072,2013-06-01 11:40,,,Fulton St & Broadway,,,,Columbia St & Rivington St,,,16252,Subscriber,1973,1
1927,2013-06-01 11:40,,,E 19 St & 3 Ave,,,,E 20 St & 2 Ave,,,15203,Subscriber,1952,1
857,2013-06-01 11:40,,,6 Ave & W 33 St,,,,Central Park S & 6 Ave,,,15374,Subscriber,1958,1
836,2013-06-01 11:40,,,E 56 St & 3 Ave,,,,2 Ave & E 31 St,,,15592,Subscriber,1976,2
9305,2013-06-01 11:39,,,Rivington St & Chrystie St,,,,E 32 St & Park Ave,,,17320,Customer,NULL,0
181,2013-06-01 11:40,,,Hudson St & Reade St,,,,Barclay St & Church St,,,17534,Subscriber,1969,1
9304,2013-06-01 11:40,,,Pershing Square South,,,,E 32 St & Park Ave,,,15794,Customer,NULL,0
938,2013-06-01 11:41,,,W 56 St & 6 Ave,,,,Lexington Ave & E 29 St,,,15370,Subscriber,1982,1
1044,2013-06-01 11:41,,,W 59 St & 10 Ave,,,,W 16 St & The High Line,,,15090,Subscriber,1975,1
1041,2013-06-01 11:41,,,W 59 St & 10 Ave,,,,W 16 St & The High Line,,,15678,Subscriber,1958,1
918,2013-06-01 11:41,,,9 Ave & W 16 St,,,,Mott St & Prince St,,,19293,Subscriber,1982,2
240,2013-06-01 11:37,,,W 20 St & 11 Ave,,,,W 21 St & 6 Ave,,,19543,Subscriber,1983,1
351,2013-06-01 11:35,,,W 51 St & 6 Ave,,,,8 Ave & W 52 St,,,19056,Subscriber,1980,1
13940,2013-06-01 11:42,,,E 51 St & Lexington Ave,,,,Carmine St & 6 Ave,,,15911,Subscriber,1948,1
241,2013-06-01 11:42,,,W 15 St & 7 Ave,,,,W 20 St & 11 Ave,,,17571,Subscriber,1958,2
328,2013-06-01 11:42,,,2 Ave & E 58 St,,,,E 45 St & 3 Ave,,,14646,Subscriber,1975,1
529,2013-06-01 11:42,,,E 17 St & Broadway,,,,Lexington Ave & E 24 St,,,15416,Subscriber,1963,1
810,2013-06-01 11:42,,,E 17 St & Broadway,,,,W 29 St & 9 Ave,,,15028,Subscriber,1981,1
105,2013-06-01 11:42,,,Allen St & Rivington St,,,,Rivington St & Chrystie St,,,18538,Subscriber,1972,1
125,2013-06-01 11:42,,,DeKalb Ave & Hudson Ave,,,,Christopher St & Greenwich St,,,16072,Subscriber,1950,1
833,2013-06-01 11:42,,,E 17 St & Broadway,,,,W 29 St & 9 Ave,,,20215,Subscriber,1979,2
1455,2013-06-01 11:42,,,Allen St & Stanton St,,,,E 7 St & Avenue A,,,15085,Subscriber,1971,1
1108,2013-06-01 11:42,,,E 32 St & Park Ave,,,,Central Park S & 6 Ave,,,15296,Customer,NULL,0
1246,2013-06-01 11:43,,,Fulton St & Washington Ave,,,,Broadway & Berry St,,,15784,Customer,NULL,0
1199,2013-06-01 11:43,,,Fulton St & Washington Ave,,,,Broadway & Berry St,,,17988,Customer,NULL,0
750,2013-06-01 11:44,,,Cadman Plaza W & Pierrepont St,,,,Duffield St & Willoughby St,,,19502,Subscriber,1950,1
2149,2013-06-01 11:44,,,Pershing Square North,,,,Pershing Square North,,,15279,Subscriber,1975,1
1638,2013-06-01 11:39,,,E 4 St & 2 Ave,,,,Hicks St & Montague St,,,16890,Subscriber,1985,1
524,2013-06-01 11:44,,,Maiden Ln & Pearl St,,,,Murray St & West St,,,16572,Subscriber,1965,2
1463,2013-06-01 11:44,,,Bond St & Schermerhorn St,,,,Metropolitan Ave & Bedford Ave,,,19017,Subscriber,1982,1
968,2013-06-01 11:44,,,W 15 St & 7 Ave,,,,Greenwich St & Warren St,,,17460,Subscriber,1965,1
1326,2013-06-01 11:44,,,Pershing Square South,,,,11 Ave & W 41 St,,,19956,Subscriber,1985,1
2839,2013-06-01 11:44,,,Broadway & W 32 St,,,,W Broadway & Spring St,,,15906,Customer,NULL,0
598,2013-06-01 11:44,,,E 39 St & 3 Ave,,,,NULL,,,18563,Subscriber,1972,2
7535,2013-06-01 11:45,,,8 Ave & W 52 St,,,,Central Park S & 6 Ave,,,19056,Customer,NULL,0
745,2013-06-01 11:44,,,Broadway & W 58 St,,,,E 11 St & Broadway,,,16118,Subscriber,1980,1
2854,2013-06-01 11:45,,,E 27 St & 1 Ave,,,,Greenwich St & Warren St,,,18160,Customer,NULL,0
278,2013-06-01 11:45,,,9 Ave & W 14 St,,,,9 Ave & W 45 St,,,16624,Subscriber,1978,1
773,2013-06-01 11:45,,,St Marks Pl & 2 Ave,,,,Allen St & Rivington St,,,15642,Subscriber,1982,1
806,2013-06-01 11:45,,,W 22 St & 10 Ave,,,,Greenwich St & North Moore St,,,15185,Subscriber,1971,1
1520,2013-06-01 11:46,,,E 3 St & 1 Ave,,,,Broadway & W 56 St,,,19609,Subscriber,1977,1
2096,2013-06-01 11:46,,,Bayard St & Baxter St,,,,Bayard St & Baxter St,,,17333,Subscriber,1977,1
1504,2013-06-01 11:46,,,Carmine St & 6 Ave,,,,E 11 St & 2 Ave,,,18118,Customer,NULL,0
1038,2013-06-01 11:46,,,E 2 St & Avenue B,,,,Barrow St & Hudson St,,,17188,Subscriber,1958,1
1408,2013-06-01 11:46,,,Clermont Ave & Lafayette Ave,,,,Wythe Ave & Metropolitan Ave,,,19314,Subscriber,1979,1
657,2013-06-01 11:46,,,W 47 St & 10 Ave,,,,W 27 St & 7 Ave,,,16151,Subscriber,1970,1
391,2013-06-01 11:47,,,Rivington St & Ridge St,,,,Rivington St & Chrystie St,,,19159,Subscriber,1985,2
270,2013-06-01 11:47,,,Bus Slip & State St,,,,South St & Gouverneur Ln,,,18596,Customer,NULL,0
3153,2013-06-01 11:47,,,E 47 St & 2 Ave,,,,E 58 St & 3 Ave,,,17068,Subscriber,1966,1
888,2013-06-01 11:45,,,Clark St & Henry St,,,,Hicks St & Montague St,,,15604,Subscriber,1984,1
1414,2013-06-01 11:47,,,Broadway & W 32 St,,,,8 Ave & W 52 St,,,16632,Customer,NULL,0
10551,2013-06-01 11:47,,,W 56 St & 6 Ave,,,,South St & Whitehall St,,,15633,Customer,NULL,0
289,2013-06-01 11:47,,,E 10 St & 5 Ave,,,,Bank St & Washington St,,,18409,Subscriber,1960,1
302,2013-06-01 11:47,,,E 10 St & 5 Ave,,,,E 53 St & Lexington Ave,,,16426,Subscriber,1962,2
570,2013-06-01 11:47,,,Water - Whitehall Plaza,,,,Market St & Cherry St,,,19786,Subscriber,1978,1
1728,2013-06-01 11:47,,,Hudson St & Reade St,,,,12 Ave & W 40 St,,,19283,Customer,NULL,0
1691,2013-06-01 11:47,,,Hudson St & Reade St,,,,NULL,,,17005,Customer,NULL,0
10548,2013-06-01 11:47,,,W 56 St & 6 Ave,,,,South St & Whitehall St,,,15412,Customer,NULL,0
423,2013-06-01 11:48,,,E 20 St & 2 Ave,,,,W 15 St & 7 Ave,,,16988,Subscriber,1985,1
752,2013-06-01 11:48,,,E 2 St & Avenue B,,,,State St & Smith St,,,17162,Subscriber,1982,1
1566,2013-06-01 11:48,,,W 15 St & 7 Ave,,,,West St & Chambers St,,,15419,Subscriber,1950,1
401,2013-06-01 11:48,,,Bond St & Schermerhorn St,,,,Atlantic Ave & Fort Greene Pl,,,16024,Subscriber,1984,2
935,2013-06-01 11:48,,,Great Jones St,,,,Centre St & Worth St,,,15205,Customer,NULL,0
1496,2013-06-01 11:48,,,W 15 St & 7 Ave,,,,Little West St & 1 Pl,,,19555,Subscriber,1958,2
1964,2013-06-01 11:48,,,Henry St & Grand St,,,,W 33 St & 7 Ave,,,20260,Subscriber,1949,2
363,2013-06-01 11:48,,,Bond St & Schermerhorn St,,,,Atlantic Ave & Fort Greene Pl,,,20006,Subscriber,1981,1
10758,2013-06-01 11:48,,,Greenwich St & North Moore St,,,,E 24 St & Park Ave S,,,17717,Subscriber,1989,2
428,2013-06-01 11:48,,,E 7 St & Avenue A,,,,E 14 St & Avenue B,,,15309,Subscriber,1976,1
894,2013-06-01 11:48,,,Great Jones St,,,,Centre St & Worth St,,,16548,Customer,NULL,0
1232,2013-06-01 11:48,,,Clermont Ave & Lafayette Ave,,,,Wythe Ave & Metropolitan Ave,,,18207,Customer,NULL,0
1426,2013-06-01 11:49,,,Greenwich St & North Moore St,,,,9 Ave & W 22 St,,,18262,Subscriber,1987,2
458,2013-06-01 11:49,,,E 5 St & Avenue C,,,,E 52 St & 2 Ave,,,16696,Subscriber,1972,1
540,2013-06-01 11:49,,,Pershing Square North,,,,W 43 St & 10 Ave,,,18081,Subscriber,1989,1
5807,2013-06-01 11:49,,,W 51 St & 6 Ave,,,,E 51 St & Lexington Ave,,,19805,Customer,NULL,0
112,2013-06-01 11:50,,,Carmine St & 6 Ave,,,,Carmine St & 6 Ave,,,19203,Customer,NULL,0
1672,2013-06-01 11:50,,,E 11 St & Broadway,,,,NULL,,,17816,Subscriber,1957,2
964,2013-06-01 11:45,,,W 27 St & 7 Ave,,,,E 47 St & 2 Ave,,,18840,Subscriber,1975,1
83797,2013-06-01 11:50,,,MacDougal St & Prince St,,,,W 34 St & 11 Ave,,,18997,Customer,NULL,0
1284,2013-06-01 11:50,,,Clermont Ave & Park Ave,,,,Clermont Ave & Park Ave,,,17336,Subscriber,1986,1
1719,2013-06-01 11:50,,,MacDougal St & Prince St,,,,W 34 St & 11 Ave,,,16158,Customer,NULL,0
2308,2013-06-01 11:50,,,West Thames St,,,,W 43 St & 10 Ave,,,17322,Subscriber,1961,1
349,2013-06-01 11:50,,,Mercer St & Bleecker St S,,,,Allen St & Stanton St,,,17904,Subscriber,1981,1
1305,2013-06-01 11:50,,,1 Ave & E 18 St,,,,Broadway & E 14 St,,,18959,Customer,NULL,0
826,2013-06-01 11:50,,,Allen St & Hester St,,,,Front St & Washington St,,,16867,Subscriber,1968,1
1916,2013-06-01 11:50,,,Vesey Pl & River Terrace,,,,Vesey Pl & River Terrace,,,15875,Subscriber,1952,1
4977,2013-06-01 11:50,,,11 Ave & W 59 St,,,,W 59 St & 10 Ave,,,18777,Customer,NULL,0
732,2013-06-01 11:50,,,LaGuardia Pl & W 3 St,,,,Cadman Plaza E & Red Cross Pl,,,16598,Subscriber,1969,1
531,2013-06-01 11:51,,,Cadman Plaza W & Pierrepont St,,,,Catherine St & Monroe St,,,14936,Customer,NULL,0
300,2013-06-01 11:51,,,E 24 St & Park Ave S,,,,E 33 St & 5 Ave,,,18377,Subscriber,1988,1
2053,2013-06-01 11:51,,,MacDougal St & Washington Sq,,,,Bank St & Washington St,,,16193,Subscriber,1945,2
327,2013-06-01 11:51,,,W 52 St & 9 Ave,,,,W 52 St & 5 Ave,,,17931,Subscriber,1987,1
5700,2013-06-01 11:51,,,W 51 St & 6 Ave,,,,E 51 St & Lexington Ave,,,15616,Customer,NULL,0
792,2013-06-01 11:51,,,E 39 St & 2 Ave,,,,E 10 St & Avenue A,,,16047,Subscriber,1981,1
1920,2013-06-01 11:51,,,Lafayette Ave & Classon Ave,,,,Kent Ave & S 11 St,,,17828,Customer,NULL,0
1909,2013-06-01 11:51,,,Lafayette Ave & Classon Ave,,,,Kent Ave & S 11 St,,,16001,Customer,NULL,0
353,2013-06-01 11:51,,,Bank St & Hudson St,,,,Greenwich St & W Houston St,,,17668,Subscriber,1972,1
1299,2013-06-01 11:51,,,Suffolk St & Stanton St,,,,W 21 St & 6 Ave,,,18750,Subscriber,1971,1
1152,2013-06-01 11:51,,,E 24 St & Park Ave S,,,,E 5 St & Avenue C,,,15540,Subscriber,1957,2
387,2013-06-01 11:51,,,Franklin St & W Broadway,,,,9 Ave & W 16 St,,,17242,Subscriber,1984,1
1300,2013-06-01 11:51,,,E 3 St & 1 Ave,,,,W 29 St & 9 Ave,,,19600,Subscriber,1982,1
458,2013-06-01 11:51,,,E 15 St & Irving Pl,,,,Carlton Ave & Park Ave,,,16131,Subscriber,1986,1
1008,2013-06-01 11:51,,,Suffolk St & Stanton St,,,,E 3 St & 1 Ave,,,19035,Customer,NULL,0
529,2013-06-01 11:51,,,Hicks St & Montague St,,,,South End Ave & Liberty St,,,16369,Subscriber,1968,1
983,2013-06-01 11:52,,,Suffolk St & Stanton St,,,,E 3 St & 1 Ave,,,14968,Customer,NULL,0
1747,2013-06-01 11:52,,,Greenwich St & W Houston St,,,,Hicks St & Montague St,,,18053,Subscriber,1954,2
1919,2013-06-01 11:52,,,South St & Gouverneur Ln,,,,E 2 St & Avenue B,,,18591,Subscriber,1981,2
248,2013-06-01 11:52,,,Ashland Pl & Hanson Pl,,,,DeKalb Ave & Hudson Ave,,,16320,Subscriber,1983,2
235,2013-06-01 11:52,,,Ashland Pl & Hanson Pl,,,,W 20 St & 11 Ave,,,15860,Subscriber,1974,1
865,2013-06-01 11:52,,,W 14 St & The High Line,,,,Greenwich St & North Moore St,,,19194,Subscriber,1970,1
993,2013-06-01 11:53,,,Lexington Ave & E 29 St,,,,W 4 St & 7 Ave S,,,18504,Subscriber,1982,2
993,2013-06-01 11:53,,,Lexington Ave & E 29 St,,,,W 4 St & 7 Ave S,,,15757,Subscriber,1976,1
773,2013-06-01 11:53,,,Concord St & Bridge St,,,,Hudson St & Reade St,,,18922,Subscriber,1980,1
381,2013-06-01 11:53,,,Bank St & Washington St,,,,Bank St & Washington St,,,18231,Subscriber,1964,2
183,2013-06-01 11:53,,,6 Ave & Canal St,,,,Hicks St & Montague St,,,18136,Subscriber,1985,1
457,2013-06-01 11:53,,,Washington Park,,,,Lafayette Ave & St James Pl,,,18719,Subscriber,1983,2
1918,2013-06-01 11:53,,,Atlantic Ave & Fort Greene Pl,,,,Bialystoker Pl & Delancey St,,,17556,Subscriber,1984,1
430,2013-06-01 11:53,,,E 25 St & 2 Ave,,,,Broadway & W 24 St,,,18873,Subscriber,1948,1
1287,2013-06-01 11:54,,,Broadway & E 14 St,,,,West St & Chambers St,,,17732,Customer,NULL,0
1212,2013-06-01 11:53,,,Clinton St & Grand St,,,,Liberty St & Broadway,,,15295,Subscriber,1962,2
911,2013-06-01 11:54,,,Christopher St & Greenwich St,,,,Stanton St & Chrystie St,,,16072,Customer,NULL,0
1282,2013-06-01 11:54,,,Broadway & E 14 St,,,,West St & Chambers St,,,19952,Customer,NULL,0
1338,2013-06-01 11:54,,,Broadway & W 56 St,,,,W 26 St & 8 Ave,,,19567,Subscriber,1979,1
297,2013-06-01 11:54,,,W Broadway & Spring St,,,,Carlton Ave & Park Ave,,,14862,Customer,NULL,0
149,2013-06-01 11:54,,,W 22 St & 8 Ave,,,,W 22 St & 10 Ave,,,14916,Subscriber,1979,1
658,2013-06-01 11:54,,,Broadway & W 24 St,,,,E 11 St & 2 Ave,,,16569,Subscriber,1986,1
351,2013-06-01 11:50,,,W 20 St & 11 Ave,,,,Broadway & W 36 St,,,15899,Subscriber,1983,1
982,2013-06-01 11:54,,,Lispenard St & Broadway,,,,Barclay St & Church St,,,16789,Customer,NULL,0
678,2013-06-01 11:54,,,8 Ave & W 31 St N,,,,Broadway & W 51 St,,,19925,Subscriber,1988,1
970,2013-06-01 11:54,,,Carmine St & 6 Ave,,,,W 20 St & 7 Ave,,,16359,Subscriber,1969,1
913,2013-06-01 11:54,,,E 25 St & 2 Ave,,,,Washington Square E,,,19523,Customer,NULL,0
905,2013-06-01 11:55,,,E 25 St & 2 Ave,,,,Washington Square E,,,17034,Customer,NULL,0
699,2013-06-01 11:55,,,E 24 St & Park Ave S,,,,Cleveland Pl & Spring St,,,17755,Subscriber,1968,1
610,2013-06-01 11:55,,,E 48 St & Madison Ave,,,,W 54 St & 9 Ave,,,17950,Subscriber,1968,1
324,2013-06-01 11:55,,,Fulton St & Grand Ave,,,,Lafayette Ave & St James Pl,,,15516,Subscriber,1967,1
956,2013-06-01 11:55,,,Carmine St & 6 Ave,,,,W 20 St & 7 Ave,,,14692,Subscriber,1959,1
1113,2013-06-01 11:55,,,Bank St & Washington St,,,,Broadway & W 37 St,,,17060,Subscriber,1976,1
855,2013-06-01 11:55,,,E 27 St & 1 Ave,,,,Broadway & W 24 St,,,17476,Subscriber,1972,2
565,2013-06-01 11:55,,,E 48 St & Madison Ave,,,,W 54 St & 9 Ave,,,16908,Subscriber,1961,1
1024,2013-06-01 11:55,,,E 17 St & Broadway,,,,Sullivan St & Washington Sq,,,16981,Customer,NULL,0
614,2013-06-01 11:55,,,DeKalb Ave & S Portland Ave,,,,Front St & Maiden Ln,,,16541,Subscriber,1974,2
4013,2013-06-01 11:55,,,S 3 St & Bedford Ave,,,,Atlantic Ave & Fort Greene Pl,,,17204,Customer,NULL,0
496,2013-06-01 11:55,,,E 10 St & 5 Ave,,,,Greenwich St & W Houston St,,,17575,Subscriber,1981,1
4073,2013-06-01 11:55,,,S 3 St & Bedford Ave,,,,Atlantic Ave & Fort Greene Pl,,,15407,Customer,NULL,0
2680,2013-06-01 11:55,,,Perry St & Bleecker St,,,,Avenue D & E 3 St,,,19456,Subscriber,1985,1
2298,2013-06-01 11:56,,,Broadway & W 49 St,,,,Broadway & W 41 St,,,19905,Subscriber,1973,1
185,2013-06-01 11:56,,,Barrow St & Hudson St,,,,Perry St & Bleecker St,,,19830,Subscriber,1967,1
1166,2013-06-01 11:55,,,6 Ave & Broome St,,,,W 47 St & 10 Ave,,,20023,Subscriber,1979,1
2240,2013-06-01 11:56,,,Pearl St & Anchorage Pl,,,,S 5 Pl & S 5 St,,,16983,Subscriber,1985,2
886,2013-06-01 11:55,,,W 26 St & 8 Ave,,,,W 44 St & 5 Ave,,,18945,Subscriber,1956,2
1347,2013-06-01 11:56,,,Murray St & West St,,,,W 20 St & 7 Ave,,,17090,Subscriber,1982,2
864,2013-06-01 11:56,,,Lispenard St & Broadway,,,,Barclay St & Church St,,,16880,Customer,NULL,0
1252,2013-06-01 11:56,,,E 2 St & Avenue C,,,,6 Ave & Broome St,,,17884,Subscriber,1984,2
1620,2013-06-01 11:56,,,Stanton St & Chrystie St,,,,Stanton St & Chrystie St,,,18629,Subscriber,1982,1
1231,2013-06-01 11:56,,,E 2 St & Avenue C,,,,NULL,,,15959,Subscriber,1983,1
3626,2013-06-01 11:56,,,Atlantic Ave & Furman St,,,,Old Fulton St,,,18953,Subscriber,1974,1
2005,2013-06-01 11:56,,,Pearl St & Anchorage Pl,,,,E 27 St & 1 Ave,,,19055,Subscriber,1985,1
369,2013-06-01 11:57,,,E 51 St & Lexington Ave,,,,E 58 St & 3 Ave,,,15713,Subscriber,1980,1
1232,2013-06-01 11:57,,,Broadway & E 14 St,,,,Christopher St & Greenwich St,,,16963,Customer,NULL,0
2502,2013-06-01 11:57,,,Broadway & W 37 St,,,,Greenwich St & North Moore St,,,20321,Customer,NULL,0
2268,2013-06-01 11:57,,,Franklin Ave & Myrtle Ave,,,,Fulton St & Washington Ave,,,15654,Customer,NULL,0
2517,2013-06-01 11:57,,,Broadway & W 37 St,,,,Greenwich St & North Moore St,,,17933,Customer,NULL,0
868,2013-06-01 11:57,,,Carmine St & 6 Ave,,,,Bank St & Hudson St,,,15138,Customer,NULL,0
662,2013-06-01 11:57,,,Rivington St & Chrystie St,,,,Rivington St & Ridge St,,,19809,Subscriber,1984,2
1221,2013-06-01 11:57,,,Murray St & West St,,,,Christopher St & Greenwich St,,,16572,Customer,NULL,0
1786,2013-06-01 11:57,,,8 Ave & W 31 St N,,,,Broadway & W 58 St,,,16057,Customer,NULL,0
429,2013-06-01 11:57,,,E 2 St & 2 Ave,,,,W 20 St & 8 Ave,,,19986,Subscriber,1984,2
1793,2013-06-01 11:57,,,8 Ave & W 31 St N,,,,Broadway & W 58 St,,,20281,Customer,NULL,0
1231,2013-06-01 11:53,,,Ashland Pl & Hanson Pl,,,,South End Ave & Liberty St,,,15118,Subscriber,1977,2
853,2013-06-01 11:57,,,Carmine St & 6 Ave,,,,Bank St & Hudson St,,,19203,Customer,NULL,0
2229,2013-06-01 11:57,,,FDR Drive & E 35 St,,,,South St & Gouverneur Ln,,,15463,Subscriber,1967,2
1305,2013-06-01 11:59,,,Front St & Maiden Ln,,,,Macon St & Nostrand Ave,,,16488,Subscriber,1984,2
1306,2013-06-01 11:59,,,Willoughby Ave & Walworth St,,,,E 60 St & York Ave,,,18129,Subscriber,1981,1
603,2013-06-01 11:59,,,Perry St & Bleecker St,,,,Grand Army Plaza & Central Park S,,,15041,Subscriber,1979,1
192,2013-06-01 11:59,,,6 Ave & W 33 St,,,,6 Ave & W 33 St,,,15277,Customer,NULL,0
547,2013-06-01 11:59,,,Lexington Ave & Classon Ave,,,,Ashland Pl & Hanson Pl,,,15895,Subscriber,1989,1
374,2013-06-01 11:59,,,W 15 St & 7 Ave,,,,E 17 St & Broadway,,,16988,Subscriber,1977,1
1060,2013-06-01 11:59,,,Christopher St & Greenwich St,,,,9 Ave & W 45 St,,,17840,Subscriber,1989,1
339,2013-06-01 11:59,,,Greenwich St & North Moore St,,,,Hudson St & Reade St,,,15956,Subscriber,1982,1
1668,2013-06-01 11:59,,,Maiden Ln & Pearl St,,,,1 Ave & E 16 St,,,16877,Subscriber,1950,2
1910,2013-06-01 12:00,,,Madison St & Clinton St,,,,Vesey Pl & River Terrace,,,17037,Subscriber,1984,2
919,2013-06-01 12:00,,,NYCBS Depot - FAR,,,,Broadway & W 24 St,,,18711,Customer,NULL,0
1884,2013-06-01 12:00,,,Cleveland Pl & Spring St,,,,Broadway & W 58 St,,,16342,Subscriber,1988,2
210,2013-06-01 12:00,,,W 45 St & 6 Ave (1),,,,W 52 St & 5 Ave,,,17218,Subscriber,1982,1
554,2013-06-01 12:00,,,Catherine St & Monroe St,,,,Catherine St & Monroe St,,,14936,Customer,NULL,0
475,2013-06-01 12:00,,,E 11 St & Broadway,,,,E 24 St & Park Ave S,,,19651,Subscriber,1984,1
1244,2013-06-01 12:00,,,Bus Slip & State St,,,,Christopher St & Greenwich St,,,16371,Subscriber,1986,1
1081,2013-06-01 12:00,,,E 25 St & 2 Ave,,,,Cleveland Pl & Spring St,,,18940,Customer,NULL,0
894,2013-06-01 12:01,,,W 22 St & 8 Ave,,,,Washington Square E,,,19416,Subscriber,1978,1
325,2013-06-01 12:01,,,Maiden Ln & Pearl St,,,,W 13 St & 5 Ave,,,17837,Subscriber,1966,1
623,2013-06-01 12:01,,,South St & Whitehall St,,,,Lexington Ave & E 29 St,,,20290,Subscriber,1986,1
564,2013-06-01 12:01,,,Lexington Ave & E 24 St,,,,W 20 St & 11 Ave,,,18611,Subscriber,1968,2
6117,2013-06-01 12:01,,,W 20 St & 11 Ave,,,,W 20 St & 7 Ave,,,18187,Customer,NULL,0
1779,2013-06-01 12:01,,,Central Park S & 6 Ave,,,,Franklin St & W Broadway,,,16022,Subscriber,1960,2
494,2013-06-01 12:01,,,John St & William St,,,,Greenwich St & North Moore St,,,20315,Customer,NULL,0
1212,2013-06-01 12:01,,,Bus Slip & State St,,,,NULL,,,18120,Customer,NULL,0
250,2013-06-01 12:01,,,Broadway & W 41 St,,,,W 45 St & 6 Ave (1),,,20031,Subscriber,1981,1
729,2013-06-01 12:01,,,E 10 St & Avenue A,,,,Broadway & E 14 St,,,20053,Customer,NULL,0
6069,2013-06-01 12:01,,,W 52 St & 11 Ave,,,,W 20 St & 7 Ave,,,18666,Customer,NULL,0
301,2013-06-01 12:01,,,Washington St & Gansevoort St,,,,9 Ave & W 45 St,,,18981,Subscriber,1966,2
234,2013-06-01 12:01,,,Hicks St & Montague St,,,,Henry St & Atlantic Ave,,,17786,Subscriber,1973,1
419,2013-06-01 12:01,,,9 Ave & W 45 St,,,,W 43 St & 10 Ave,,,16624,Subscriber,1976,1
2044,2013-06-01 12:02,,,Broadway & Battery Pl,,,,E 32 St & Park Ave,,,18401,Customer,NULL,0
872,2013-06-01 12:02,,,Carmine St & 6 Ave,,,,E 31 St & 3 Ave,,,15092,Subscriber,1982,1
1197,2013-06-01 12:02,,,E 33 St & 5 Ave,,,,Cleveland Pl & Spring St,,,19534,Subscriber,1970,2
707,2013-06-01 12:02,,,Broadway & W 41 St,,,,W 45 St & 6 Ave (1),,,17017,Subscriber,1951,1
387,2013-06-01 12:02,,,Lafayette St & E 8 St,,,,W 13 St & 6 Ave,,,18616,Subscriber,1957,1
1233,2013-06-01 12:03,,,Bank St & Washington St,,,,W 39 St & 9 Ave,,,18966,Subscriber,1981,1
296,2013-06-01 12:03,,,West Thames St,,,,Liberty St & Broadway,,,19573,Subscriber,1976,2
